USNO10900184:255800343
USNO10900186:255800146
USEE19689708:255800145
GBBTF1100085:255800144
GBBTF1100124:255800141
GBBTF0800392:255800140
GBBTF0040028:255800137
GBBTF1100097:255800135
GBBTF0400237:255800134
USNO10900178:255800133
GBBTF9900165:255800131
USNO10900180:255800130
GBBTF0400296:255800128
USNO10900188:255800127
USNO10900285:255800126
USNO10900286:255800125
USNO10900183:255800123
USEE19574009:255800122
GBBTF0400238:255800121
USEE19689701:255800119
USNO10900291:255800117
GBBTF1100098:255800115
GBBTF0400287:255800114
GBBTF1100095:255800107
GBBTF1100086:255800102
GBBTF9900161:255800101
GBBTF0400293:255800100
GBBTF1100091:255800099
USNO10900283:255800096
USNO10900179:255800094
GBBTF9900167:255800093
USNO10900289:255800092
GBBTF0700099:255800091
GBBTF0700106:255800089
GBBTF1100092:255800088
GBBTF0400235:255800085
GBBTF1100099:255800084
GBBTF9900166:255800083
GBBTF9900164:255800082
GBBTF1100084:255800081
GBBTF9900163:255800075
GBBTF0400239:255800074
USNO10900290:255800068
USNO10900181:255800067
GBBTF0400294:255800063
GBBTF9900162:255800062
GBBTF1100125:255800061
USNO11000203:255800057
GBBTF0400289:255800049
GBBTF0400236:255800046
USNO10900187:255800042
USEE19689704:255800039
USEE19689707:255800030
GBBTF1500189:226404025
GBBTF1500190:226403930
GBBTF1500163:226403699
GBBTF1500176:226403607
GBBTF1500121:211074050
GBBTF1500071:211074014
GBBTF1500066:209533150
GBBTF1500072:209532770
GBBTF1500065:209532276
GBBTF1500069:209531831
GBAAP0700059:256013743
GBAAP0700119:256013734
GBCRL1000166:256013649
GBCRL1000169:256013642
GBCRL1000165:256013629
GBAAP0700092:256013628
GBCRL1000170:256013625
GBCRL1000171:256013624
GBAAP0700093:256013623
GBCRL1100210:256013620
GBAAP0600158:256013618
GBCRL1000177:256013614
GBAAP0600156:256013612
GBCRL1100213:256013610
GBAAP0600159:256013605
GBCRL1000162:256013604
GBCRL1000163:256013602
GBCRL1000172:256013601
GBCRL1000175:256013600
GBAAP0700083:256013599
GBCRL1000161:256013598
GBCRL1100212:256013596
GBAAP0700087:256013595
GBCRL1000168:256013593
GBCRL1000167:256013592
GBCRL1000176:256013590
GBAAP0700090:256013588
GBAAP0700094:256013585
GBCRL1000174:256013584
GBCRL1100211:256013582
GBAAP0700049:256013581
GBAAP0700055:256013580
GBAAP0600157:256013579
GBAAP0600154:256013577
GBCRL1000173:256013576
GBCRL1000164:256013575
GBCRL1000159:256013574
GBAAP0600152:256013572
GBAAP0600151:256013571
GBAAP0700052:256013569
GBAAP0700101:256013567
GBAAP0700110:256013566
GBAAP0600155:256013563
GBAAP0700086:256013562
GBAAP0700089:256013560
GBAAP0700085:256013559
GBAAP0700088:256013558
GBAAP0700084:256013557
GBAAP0600153:256013556
GBAAP0700115:256013554
GBAAP0700117:256013553
GBAAP0700118:256013552
GBAAP0700048:256013551
GBAAP0700051:256013548
GBAAP0700091:256013547
GBAAP0700058:256013546
GBAAP0700097:256013545
GBAAP0600174:256013544
GBAAP0700104:256013543
GBAAP0600167:256013541
GBAAP0700096:256013540
GBAAP0700106:256013538
GBAAP0700114:256013537
GBAAP0700103:256013536
GBAAP0700100:256013535
GBAAP0700108:256013532
GBAAP0700050:256013529
GBAAP0600172:256013528
GBAAP0700125:256013525
GBAAP0600169:256013524
GBAAP0700113:256013523
GBAAP0700057:256013521
GBAAP0700053:256013519
GBAAP0600173:256013518
GBAAP0700102:256013517
GBAAP0700107:256013515
GBAAP0600177:256013514
GBAAP0600176:256013511
GBAAP0700082:256013510
GBAAP0700112:256013509
GBAAP0600163:256013507
GBAAP0700109:256013506
GBAAP0700116:256013505
GBAAP0600170:256013503
GBAAP0700095:256013502
GBAAP0600175:256013501
GBAAP0700105:256013499
GBAAP0700111:256013498
GBAAP0700098:256013497
GBAAP0600168:256013495
GBAAP0700056:256013490
GBAAP0600171:256013487
GBAAP0700099:256013481
GBAAP0600161:214693650
GBCRL1100209:214693622
GBAAP0600162:214693619
GBAAP0600164:195723651
GBAAP0600166:195722789
GBAAP0600165:195722218
GBAAP0600160:195721520
GBCRL1100048:257082973
GBCRL1100029:257082794
GBCRL1100061:257082792
GBCRL1100080:257079796
GBCAD0800720:257079083
GBCRL1100031:257079068
GBCRL1100072:257079036
GBCRL1100039:257078539
GBCRL1100036:257078188
GBCRL1100074:257078175
GBCAD1000154:257078089
GBCAD1100353:257077889
GBCRL1100033:257077879
GBCRL1100070:257077871
GBCRL0800349:257077727
GBCRL1100078:257077718
GBCRL1100057:257077363
GBCRL1100055:257077269
GBCRL1100079:257076996
GBCRL1100064:257076680
GBCRL0800360:257076372
GBCRL1100239:257076371
GBCAD1000138:257076097
GBCRL1100040:257076065
GBCRL0800317:257075949
GBCRL1100042:257075941
GBCAD1000141:257075537
GBCRL1100067:257075510
GBCAD1000158:257075505
GBCAD1000157:257075019
GBCRL0800321:257074912
GBCAD1000139:257074620
GBCRL0800314:257074596
GBCRL0800312:257074594
GBCRL1100043:257074486
GBCRL1100027:257074289
GBCRL0800386:257074249
GBCRL1100053:257074234
GBCAD1000136:257074119
GBCAD1000142:257074063
GBCAD1100352:257073828
GBCRL1100037:257073758
GBCRL0800362:257073729
GBCRL1100034:257073727
GBCRL1100047:257073720
GBCAD1000155:257073548
GBCRL1100087:257073547
GBCRL0800324:257073315
GBCAD1000160:257073264
GBCRL1100059:257073212
GBCRL1100045:257073050
GBCRL1100058:257073038
GBCRL0800320:257073017
GBCRL0800352:257073008
GBCRL0800311:257072757
GBCAD0800721:257072474
GBCRL1100296:257072460
GBCRL1100052:257072458
GBCRL1100065:257072441
GBCRL0800387:257072338
GBCAD0800722:257072336
GBCRL1100073:257072245
GBCRL0800355:257072122
GBCRL1100076:257072033
GBCRL1100088:257071938
GBCRL1100044:257071908
GBCRL1100038:257071875
GBCRL0800353:257071765
GBCRL1100084:257071579
GBCAD1000145:257071567
GBCRL0800299:257071478
GBCRL1100028:257070999
GBCRL1100041:257070967
GBCRL0800348:257070703
GBCRL1100050:257070682
GBCRL0800351:257070672
GBCRL0800354:257070661
GBCRL1100060:257070479
GBCRL1100081:257070336
GBCAD1000134:257070312
GBCAD1000137:257070298
GBCRL0800359:257070172
GBCRL0800347:257070107
GBCAD1000161:257069951
GBCAD1000164:257069552
GBCRL0800350:257069526
GBCRL1100071:257069452
GBCRL0800366:257069450
GBCAD1000143:257068834
GBCRL1100075:257068797
GBCRL1100046:257068700
GBCRL0800358:257068689
GBCRL1100049:257068616
GBCAD1100398:257068469
GBCRL0800316:257068466
GBCAD1000149:257068421
GBCRL1100085:257067952
GBCRL0800323:257067870
GBCRL1100083:257067776
GBCRL0800361:257067762
GBCRL1100069:257067649
GBCAD1000147:257067625
GBCRL0800318:257067544
GBCRL0800303:257067539
GBCRL0800306:257067536
GBCRL1100086:257067533
GBCRL1100324:257067437
GBCRL1100063:257067432
GBCRL0800308:257067431
GBCRL1100054:257067373
GBCRL1100062:257067328
GBCRL1100035:257066919
GBCRL1100082:257066877
GBCRL1100032:257066754
GBCRL1100068:257066690
GBCAD1000153:257066680
GBCAD0800719:257066593
GBCAD1000163:257066342
GBCAD1000140:257066176
GBCRL0800365:257066040
GBCRL1100030:257066037
GBCRL1100077:257066032
GBCRL0800309:257065840
GBCRL1100066:257065833
GBCRL0800310:257065745
GBCAD1000150:257065634
GBCRL1100089:257065617
GBCAD1000135:257065111
GBCRL1100240:257065094
GBCRL0800313:216539818
GBCRL0800325:216539815
GBCRL0800305:195694035
GBCRL0800322:195693745
GBCRL0800357:195693384
GBCRL0800302:195693076
GBCRL0800315:195692771
